RegistrationID,StudentID,EventID,RegistrationDate,Status,AttendanceStatus
6174,1083,4018,02-06-2026,Cancelled,Absent
6175,1094,4018,30-05-2026,Registered,Present
6176,1105,4018,04-06-2026,Registered,Present
6177,1116,4018,01-06-2026,Registered,Present
6178,1007,4018,29-05-2026,Registered,Present
6179,1018,4018,03-06-2026,Registered,Present
6180,1029,4018,31-05-2026,Registered,Present
6181,1067,4019,23-06-2026,Registered,Present
6182,1078,4019,20-06-2026,Registered,Absent
6183,1089,4019,25-06-2026,Cancelled,Absent
6184,1100,4019,22-06-2026,Registered,Absent
6185,1111,4019,19-06-2026,Registered,Present
6186,1002,4019,24-06-2026,Registered,Absent
6187,1013,4019,21-06-2026,Registered,Present
6188,1024,4019,18-06-2026,Registered,Absent
6189,1035,4019,23-06-2026,Registered,Present
6190,1046,4019,20-06-2026,Registered,Absent
6191,1084,4020,13-07-2026,Registered,Present
6192,1095,4020,10-07-2026,Cancelled,Absent
6193,1106,4020,15-07-2026,Registered,Present
6194,1117,4020,12-07-2026,Registered,Present
6195,1008,4020,09-07-2026,Registered,Present
6196,1019,4020,14-07-2026,Registered,Present
6197,1030,4020,11-07-2026,Registered,Present
6198,1041,4020,16-07-2026,Registered,Present
6199,1052,4020,13-07-2026,Registered,Present
6200,1063,4020,10-07-2026,Registered,Present
6201,1101,4021,23-01-2026,Cancelled,Absent
6202,1112,4021,20-01-2026,Registered,Present
6203,1003,4021,25-01-2026,Registered,Present
6204,1014,4021,22-01-2026,Registered,Present
6205,1025,4021,27-01-2026,Registered,Present
6206,1036,4021,24-01-2026,Registered,Present
6207,1047,4021,21-01-2026,Registered,Present
6208,1058,4021,26-01-2026,Registered,Present
6209,1069,4021,23-01-2026,Registered,Present
6210,1080,4021,20-01-2026,Registered,Present
6211,1118,4022,06-02-2026,Registered,Present
6212,1009,4022,11-02-2026,Registered,Absent
6213,1020,4022,08-02-2026,Registered,Present
6214,1031,4022,05-02-2026,Registered,Absent
6215,1042,4022,10-02-2026,Registered,Present
6216,1053,4022,07-02-2026,Registered,Absent
6217,1064,4022,04-02-2026,Registered,Present
6218,1075,4022,09-02-2026,Registered,Absent
6219,1086,4022,06-02-2026,Registered,Present
6220,1097,4022,11-02-2026,Registered,Absent
6221,1015,4023,20-02-2026,Registered,Present
6222,1026,4023,25-02-2026,Registered,Present
6223,1037,4023,22-02-2026,Registered,Present
6224,1048,4023,19-02-2026,Registered,Present
6225,1059,4023,24-02-2026,Registered,Present
6226,1070,4023,21-02-2026,Registered,Present
6227,1081,4023,26-02-2026,Registered,Present
6228,1092,4023,23-02-2026,Registered,Present
6229,1103,4023,20-02-2026,Registered,Present
6230,1114,4023,25-02-2026,Registered,Present
6231,1032,4024,04-03-2026,Registered,Absent
6232,1043,4024,09-03-2026,Registered,Present
6233,1054,4024,06-03-2026,Registered,Absent
6234,1065,4024,11-03-2026,Registered,Present
6235,1076,4024,08-03-2026,Registered,Absent
6236,1087,4024,05-03-2026,Registered,Present
6237,1098,4024,10-03-2026,Registered,Absent
6238,1109,4024,07-03-2026,Registered,Present
6239,1120,4024,04-03-2026,Registered,Absent
6240,1011,4024,09-03-2026,Registered,Present
6241,1049,4025,29-03-2026,Registered,Present
6242,1060,4025,26-03-2026,Registered,Present
6243,1071,4025,23-03-2026,Registered,Present
6244,1082,4025,28-03-2026,Registered,Present
6245,1093,4025,25-03-2026,Registered,Present
6246,1104,4025,22-03-2026,Registered,Present
6247,1115,4025,27-03-2026,Registered,Present
6248,1006,4025,24-03-2026,Registered,Present
6249,1017,4025,29-03-2026,Registered,Present
6250,1028,4025,26-03-2026,Registered,Present
6251,1066,4026,20-04-2026,Registered,Present
6252,1077,4026,17-04-2026,Registered,Present
6253,1088,4026,14-04-2026,Registered,Present
6254,1099,4026,19-04-2026,Registered,Present
6255,1110,4026,16-04-2026,Registered,Present
6256,1001,4026,21-04-2026,Registered,Present
6257,1012,4026,18-04-2026,Registered,Present
6258,1023,4026,15-04-2026,Registered,Present
6259,1034,4026,20-04-2026,Registered,Present
6260,1045,4026,17-04-2026,Registered,Present
6261,1083,4027,12-05-2026,Registered,Absent
6262,1094,4027,09-05-2026,Registered,Present
6263,1105,4027,14-05-2026,Registered,Absent
6264,1116,4027,11-05-2026,Registered,Present
6265,1007,4027,08-05-2026,Registered,Absent
6266,1018,4027,13-05-2026,Registered,Present
6267,1029,4027,10-05-2026,Registered,Absent
6268,1040,4027,07-05-2026,Registered,Present
6269,1051,4027,12-05-2026,Registered,Absent
6270,1062,4027,09-05-2026,Registered,Present
6271,1100,4028,06-06-2026,Registered,Present
6272,1111,4028,03-06-2026,Registered,Present
6273,1002,4028,08-06-2026,Registered,Present
6274,1013,4028,05-06-2026,Registered,Present
6275,1024,4028,02-06-2026,Registered,Present
6276,1035,4028,07-06-2026,Registered,Present
6277,1046,4028,04-06-2026,Registered,Present
6278,1057,4028,09-06-2026,Registered,Present
6279,1068,4028,06-06-2026,Registered,Present
6280,1079,4028,03-06-2026,Registered,Present
6281,1117,4029,26-06-2026,Registered,Present
6282,1008,4029,23-06-2026,Registered,Absent
6283,1019,4029,28-06-2026,Registered,Present
6284,1030,4029,25-06-2026,Registered,Absent
6285,1041,4029,30-06-2026,Registered,Present
6286,1052,4029,27-06-2026,Registered,Absent
6287,1063,4029,24-06-2026,Registered,Present
6288,1074,4029,29-06-2026,Registered,Absent
6289,1085,4029,26-06-2026,Registered,Present
6290,1096,4029,23-06-2026,Registered,Absent
6291,1014,4030,18-07-2026,Registered,Present
6292,1025,4030,23-07-2026,Registered,Present
6293,1036,4030,20-07-2026,Registered,Present
6294,1047,4030,17-07-2026,Registered,Present
6295,1058,4030,22-07-2026,Registered,Present
6296,1069,4030,19-07-2026,Registered,Present
6297,1080,4030,16-07-2026,Registered,Present
6298,1091,4030,21-07-2026,Registered,Present
6299,1102,4030,18-07-2026,Registered,Present
6300,1113,4030,23-07-2026,Registered,Present
6301,1031,4031,23-01-2026,Registered,Present
6302,1042,4031,28-01-2026,Registered,Present
6303,1053,4031,25-01-2026,Registered,Present
6304,1064,4031,22-01-2026,Registered,Present
6305,1075,4031,27-01-2026,Registered,Present
6306,1086,4031,24-01-2026,Registered,Present
6307,1097,4031,29-01-2026,Registered,Present
6308,1108,4031,26-01-2026,Registered,Present
6309,1119,4031,23-01-2026,Registered,Present
6310,1010,4031,28-01-2026,Registered,Present
6311,1048,4032,08-02-2026,Registered,Present
6312,1059,4032,13-02-2026,Registered,Absent
6313,1070,4032,10-02-2026,Registered,Present
6314,1081,4032,15-02-2026,Registered,Absent
6315,1092,4032,12-02-2026,Registered,Present
6316,1103,4032,09-02-2026,Registered,Absent
6317,1114,4032,14-02-2026,Registered,Present
6318,1005,4032,11-02-2026,Registered,Absent
6319,1016,4032,08-02-2026,Registered,Present
6320,1027,4032,13-02-2026,Cancelled,Absent
6321,1065,4033,02-03-2026,Registered,Present
6322,1076,4033,27-02-2026,Registered,Present
6323,1087,4033,24-02-2026,Registered,Present
6324,1098,4033,01-03-2026,Registered,Present
6325,1109,4033,26-02-2026,Registered,Present
6326,1120,4033,23-02-2026,Registered,Present
6327,1011,4033,28-02-2026,Registered,Present
6328,1022,4033,25-02-2026,Registered,Present
6329,1033,4033,02-03-2026,Cancelled,Absent
6330,1044,4033,27-02-2026,Registered,Present
6331,1082,4034,18-03-2026,Registered,Absent
6332,1093,4034,15-03-2026,Registered,Present
6333,1104,4034,12-03-2026,Registered,Absent
6334,1115,4034,17-03-2026,Registered,Present
6335,1006,4034,14-03-2026,Registered,Absent
6336,1017,4034,19-03-2026,Registered,Present
6337,1028,4034,16-03-2026,Registered,Absent
6338,1039,4034,13-03-2026,Cancelled,Absent
6339,1050,4034,18-03-2026,Registered,Absent
6340,1061,4034,15-03-2026,Registered,Present
6341,1099,4035,05-04-2026,Registered,Present
6342,1110,4035,02-04-2026,Registered,Present
6343,1001,4035,07-04-2026,Registered,Present
6344,1012,4035,04-04-2026,Registered,Present
6345,1023,4035,01-04-2026,Registered,Present
6346,1034,4035,06-04-2026,Registered,Present
6347,1045,4035,03-04-2026,Cancelled,Absent
6348,1056,4035,31-03-2026,Registered,Present
6349,1067,4035,05-04-2026,Registered,Present
6350,1078,4035,02-04-2026,Registered,Present
6351,1116,4036,24-04-2026,Registered,Present
6352,1007,4036,21-04-2026,Registered,Present
6353,1018,4036,26-04-2026,Registered,Present
6354,1029,4036,23-04-2026,Registered,Present
6355,1040,4036,20-04-2026,Registered,Present
6356,1051,4036,25-04-2026,Cancelled,Absent
6357,1062,4036,22-04-2026,Registered,Present
6358,1073,4036,27-04-2026,Registered,Present
6359,1084,4036,24-04-2026,Registered,Present
6360,1095,4036,21-04-2026,Registered,Present
6361,1013,4037,15-05-2026,Registered,Absent
6362,1024,4037,12-05-2026,Registered,Present
6363,1035,4037,17-05-2026,Registered,Absent
6364,1046,4037,14-05-2026,Registered,Present
6365,1057,4037,19-05-2026,Cancelled,Absent
6366,1068,4037,16-05-2026,Registered,Present
6367,1079,4037,13-05-2026,Registered,Absent
6368,1090,4037,18-05-2026,Registered,Present
6369,1101,4037,15-05-2026,Registered,Absent
6370,1112,4037,12-05-2026,Registered,Present
6371,1030,4038,12-06-2026,Registered,Present
6372,1041,4038,17-06-2026,Registered,Present
6373,1052,4038,14-06-2026,Registered,Present
6374,1063,4038,11-06-2026,Cancelled,Absent
6375,1074,4038,16-06-2026,Registered,Present
6376,1085,4038,13-06-2026,Registered,Present
6377,1096,4038,10-06-2026,Registered,Present
6378,1107,4038,15-06-2026,Registered,Present
6379,1118,4038,12-06-2026,Registered,Present
6380,1009,4038,17-06-2026,Registered,Present
6381,1047,4039,01-07-2026,Registered,Present
6382,1058,4039,06-07-2026,Registered,Absent
6383,1069,4039,03-07-2026,Cancelled,Absent
6384,1080,4039,30-06-2026,Registered,Absent
6385,1091,4039,05-07-2026,Registered,Present
6386,1102,4039,02-07-2026,Registered,Absent
6387,1113,4039,07-07-2026,Registered,Present
6388,1004,4039,04-07-2026,Registered,Absent
6389,1015,4039,01-07-2026,Registered,Present
6390,1026,4039,06-07-2026,Registered,Absent
6391,1064,4040,24-07-2026,Registered,Present
6392,1075,4040,29-07-2026,Cancelled,Absent
6393,1086,4040,26-07-2026,Registered,Present
6394,1097,4040,31-07-2026,Registered,Present
6395,1108,4040,28-07-2026,Registered,Present
6396,1119,4040,25-07-2026,Registered,Present
6397,1010,4040,30-07-2026,Registered,Present
6398,1021,4040,27-07-2026,Registered,Present
6399,1032,4040,24-07-2026,Registered,Present
6400,1043,4040,29-07-2026,Registered,Present
6401,1081,4041,24-01-2026,Cancelled,Absent
6402,1092,4041,21-01-2026,Registered,Present
6403,1103,4041,18-01-2026,Registered,Present
6404,1114,4041,23-01-2026,Registered,Present
6405,1005,4041,20-01-2026,Registered,Present
6406,1016,4041,17-01-2026,Registered,Present
6407,1027,4041,22-01-2026,Registered,Present
6408,1038,4041,19-01-2026,Registered,Present
6409,1049,4041,24-01-2026,Registered,Present
6410,1060,4041,21-01-2026,Registered,Present
6411,1098,4042,07-02-2026,Registered,Present
6412,1109,4042,04-02-2026,Registered,Absent
6413,1120,4042,01-02-2026,Registered,Present
6414,1011,4042,06-02-2026,Registered,Absent
6415,1022,4042,03-02-2026,Registered,Present
6416,1033,4042,08-02-2026,Registered,Absent
6417,1044,4042,05-02-2026,Registered,Present
6418,1055,4042,02-02-2026,Registered,Absent
6419,1066,4042,07-02-2026,Registered,Present
6420,1077,4042,04-02-2026,Registered,Absent
6421,1115,4043,22-02-2026,Registered,Present
6422,1006,4043,19-02-2026,Registered,Present
6423,1017,4043,24-02-2026,Registered,Present
6424,1028,4043,21-02-2026,Registered,Present
6425,1039,4043,18-02-2026,Registered,Present
6426,1050,4043,23-02-2026,Registered,Present
6427,1061,4043,20-02-2026,Registered,Present
6428,1072,4043,17-02-2026,Registered,Present
6429,1083,4043,22-02-2026,Registered,Present
6430,1094,4043,19-02-2026,Registered,Present
6431,1012,4044,11-03-2026,Registered,Absent
6432,1023,4044,08-03-2026,Registered,Present
6433,1034,4044,13-03-2026,Registered,Absent
6434,1045,4044,10-03-2026,Registered,Present
6435,1056,4044,07-03-2026,Registered,Absent
6436,1067,4044,12-03-2026,Registered,Present
6437,1078,4044,09-03-2026,Registered,Absent
6438,1089,4044,14-03-2026,Registered,Present
6439,1100,4044,11-03-2026,Registered,Absent
6440,1111,4044,08-03-2026,Registered,Present
6441,1029,4045,29-03-2026,Registered,Present
6442,1040,4045,26-03-2026,Registered,Present
6443,1051,4045,31-03-2026,Registered,Present
6444,1062,4045,28-03-2026,Registered,Present
6445,1073,4045,02-04-2026,Registered,Present
6446,1084,4045,30-03-2026,Registered,Present
6447,1095,4045,27-03-2026,Registered,Present
6448,1106,4045,01-04-2026,Registered,Present
6449,1117,4045,29-03-2026,Registered,Present
6450,1008,4045,26-03-2026,Registered,Present
6451,1046,4046,12-04-2026,Registered,Present
6452,1057,4046,17-04-2026,Registered,Present
6453,1068,4046,14-04-2026,Registered,Present
6454,1079,4046,11-04-2026,Registered,Present
6455,1090,4046,16-04-2026,Registered,Present
6456,1101,4046,13-04-2026,Registered,Present
6457,1112,4046,10-04-2026,Registered,Present
6458,1003,4046,15-04-2026,Registered,Present
6459,1014,4046,12-04-2026,Registered,Present
6460,1025,4046,17-04-2026,Registered,Present
6461,1063,4047,05-05-2026,Registered,Absent
6462,1074,4047,10-05-2026,Registered,Present
6463,1085,4047,07-05-2026,Registered,Absent
6464,1096,4047,04-05-2026,Registered,Present
6465,1107,4047,09-05-2026,Registered,Absent
6466,1118,4047,06-05-2026,Registered,Present
6467,1009,4047,11-05-2026,Registered,Absent
6468,1020,4047,08-05-2026,Registered,Present
6469,1031,4047,05-05-2026,Registered,Absent
6470,1042,4047,10-05-2026,Registered,Present
6471,1080,4048,26-05-2026,Registered,Present
6472,1091,4048,31-05-2026,Registered,Present
6473,1102,4048,28-05-2026,Registered,Present
6474,1113,4048,02-06-2026,Registered,Present
6475,1004,4048,30-05-2026,Registered,Present
6476,1015,4048,27-05-2026,Registered,Present
6477,1026,4048,01-06-2026,Registered,Present
6478,1037,4048,29-05-2026,Registered,Present
6479,1048,4048,26-05-2026,Registered,Present
6480,1059,4048,31-05-2026,Registered,Present
6481,1097,4049,29-06-2026,Registered,Present
6482,1108,4049,26-06-2026,Registered,Absent
6483,1119,4049,23-06-2026,Registered,Present
6484,1010,4049,28-06-2026,Registered,Absent
6485,1021,4049,25-06-2026,Registered,Present
6486,1032,4049,22-06-2026,Registered,Absent
6487,1043,4049,27-06-2026,Registered,Present
6488,1054,4049,24-06-2026,Registered,Absent
6489,1065,4049,29-06-2026,Registered,Present
6490,1076,4049,26-06-2026,Registered,Absent
6491,1114,4050,08-08-2026,Registered,Present
6492,1005,4050,05-08-2026,Registered,Present
6493,1016,4050,02-08-2026,Registered,Present
6494,1027,4050,07-08-2026,Registered,Present
6495,1038,4050,04-08-2026,Registered,Present
6496,1049,4050,09-08-2026,Registered,Present
6497,1060,4050,06-08-2026,Registered,Present
6498,1071,4050,03-08-2026,Registered,Present
6499,1082,4050,08-08-2026,Registered,Present
6500,1093,4050,05-08-2026,Registered,Present
6501,1011,4051,15-01-2026,Registered,Present
6502,1022,4051,12-01-2026,Registered,Present
6503,1033,4051,17-01-2026,Registered,Present
6504,1044,4051,14-01-2026,Registered,Present
6505,1055,4051,11-01-2026,Registered,Present
6506,1066,4051,16-01-2026,Registered,Present
6507,1077,4051,13-01-2026,Registered,Present
6508,1088,4051,10-01-2026,Registered,Present
6509,1099,4051,15-01-2026,Registered,Present
6510,1110,4051,12-01-2026,Registered,Present
6511,1028,4052,02-02-2026,Registered,Present
6512,1039,4052,30-01-2026,Registered,Absent
6513,1050,4052,04-02-2026,Registered,Present
6514,1061,4052,01-02-2026,Registered,Absent
6515,1072,4052,29-01-2026,Registered,Present
6516,1083,4052,03-02-2026,Registered,Absent
6517,1094,4052,31-01-2026,Registered,Present
6518,1105,4052,05-02-2026,Registered,Absent
6519,1116,4052,02-02-2026,Registered,Present
6520,1007,4052,30-01-2026,Cancelled,Absent
6521,1045,4053,18-02-2026,Registered,Present
6522,1056,4053,15-02-2026,Registered,Present
6523,1067,4053,20-02-2026,Registered,Present
6524,1078,4053,17-02-2026,Registered,Present
6525,1089,4053,22-02-2026,Registered,Present
6526,1100,4053,19-02-2026,Registered,Present
6527,1111,4053,16-02-2026,Registered,Present
6528,1002,4053,21-02-2026,Registered,Present
6529,1013,4053,18-02-2026,Cancelled,Absent
6530,1024,4053,15-02-2026,Registered,Present
6531,1062,4054,04-03-2026,Registered,Absent
6532,1073,4054,09-03-2026,Registered,Present
6533,1084,4054,06-03-2026,Registered,Absent
6534,1095,4054,03-03-2026,Registered,Present
6535,1106,4054,08-03-2026,Registered,Absent
6536,1117,4054,05-03-2026,Registered,Present
6537,1008,4054,02-03-2026,Registered,Absent
6538,1019,4054,07-03-2026,Cancelled,Absent
6539,1030,4054,04-03-2026,Registered,Absent
6540,1041,4054,09-03-2026,Registered,Present
6541,1079,4055,20-03-2026,Registered,Present
6542,1090,4055,25-03-2026,Registered,Present
6543,1101,4055,22-03-2026,Registered,Present
6544,1112,4055,19-03-2026,Registered,Present
6545,1003,4055,24-03-2026,Registered,Present
6546,1014,4055,21-03-2026,Registered,Present
6547,1025,4055,26-03-2026,Cancelled,Absent
6548,1036,4055,23-03-2026,Registered,Present
6549,1047,4055,20-03-2026,Registered,Present
6550,1058,4055,25-03-2026,Registered,Present
6551,1096,4056,08-04-2026,Registered,Present
6552,1107,4056,13-04-2026,Registered,Present
6553,1118,4056,10-04-2026,Registered,Present
6554,1009,4056,15-04-2026,Registered,Present
6555,1020,4056,12-04-2026,Registered,Present
6556,1031,4056,09-04-2026,Cancelled,Absent
6557,1042,4056,14-04-2026,Registered,Present
6558,1053,4056,11-04-2026,Registered,Present
6559,1064,4056,08-04-2026,Registered,Present
6560,1075,4056,13-04-2026,Registered,Present
6561,1113,4057,08-05-2026,Registered,Absent
6562,1004,4057,05-05-2026,Registered,Present
6563,1015,4057,02-05-2026,Registered,Absent
6564,1026,4057,07-05-2026,Registered,Present
6565,1037,4057,04-05-2026,Cancelled,Absent
6566,1048,4057,01-05-2026,Registered,Present
6567,1059,4057,06-05-2026,Registered,Absent
6568,1070,4057,03-05-2026,Registered,Present
6569,1081,4057,08-05-2026,Registered,Absent
6570,1092,4057,05-05-2026,Registered,Present
6571,1010,4058,14-06-2026,Registered,Present
6572,1021,4058,11-06-2026,Registered,Present
6573,1032,4058,08-06-2026,Registered,Present
6574,1043,4058,13-06-2026,Cancelled,Absent
6575,1054,4058,10-06-2026,Registered,Present
6576,1065,4058,15-06-2026,Registered,Present
6577,1076,4058,12-06-2026,Registered,Present
6578,1087,4058,09-06-2026,Registered,Present
6579,1098,4058,14-06-2026,Registered,Present
6580,1109,4058,11-06-2026,Registered,Present
6581,1027,4059,11-07-2026,Registered,Present
6582,1038,4059,08-07-2026,Registered,Absent
6583,1049,4059,13-07-2026,Cancelled,Absent
6584,1060,4059,10-07-2026,Registered,Absent
6585,1071,4059,07-07-2026,Registered,Present
6586,1082,4059,12-07-2026,Registered,Absent
6587,1093,4059,09-07-2026,Registered,Present
6588,1104,4059,06-07-2026,Registered,Absent
6589,1115,4059,11-07-2026,Registered,Present
6590,1006,4059,08-07-2026,Registered,Absent
6591,1044,4060,16-08-2026,Registered,Present
6592,1055,4060,13-08-2026,Cancelled,Absent
6593,1066,4060,18-08-2026,Registered,Present
6594,1077,4060,15-08-2026,Registered,Present
6595,1088,4060,12-08-2026,Registered,Present
6596,1099,4060,17-08-2026,Registered,Present
